,username,normalized_trust_score
2694,hilda12,0.000459621833145892
302,Auburnmist,0.000459621833145892
301,mpc,0.000459621833145892
300,Andyximena,0.000459621833145892
2707,Wag_1,0.000459621833145892
2708,karyd,0.000459621833145892
2727,Jackeo,0.000459621833145892
2728,Hatenea33,0.000459621833145892
299,Reneidi,0.000459621833145892
2732,hanna1991,0.000459621833145892
2733,Pauric,0.000459621833145892
2734,danysolte,0.000459621833145892
2374,Gilme14,0.000459621833145892
2265,Mariya999,0.000459621833145892
2368,ricardojf,0.000459621833145892
536,Ilse,0.000459621833145892
2296,ginal2,0.000459621833145892
2295,johnnydive,0.000459621833145892
2206,Juancico77,0.000459621833145892
566,RedRose666,0.000459621833145892
561,Ricardo68,0.000459621833145892
2281,danisi,0.000459621833145892
2212,zen360,0.000459621833145892
2367,evernaif,0.000459621833145892
2213,Katy789,0.000459621833145892
2214,luisluis,0.000459621833145892
2280,antonela,0.000459621833145892
535,cristhian91,0.000459621833145892
2215,user_68442,0.000459621833145892
2266,ramifromlebanon1,0.000459621833145892
2313,Boondocker53,0.000459621833145892
1145,lastchancetodance,0.000459621833145892
2216,SamXX,0.000459621833145892
2217,Cocomarsh,0.000459621833145892
2218,alejandra1506,0.000459621833145892
2219,Gato77,0.000459621833145892
2221,Jp627,0.000459621833145892
2222,terryf23,0.000459621833145892
560,Ileana11,0.000459621833145892
2253,guadalupem,0.000459621833145892
546,Luz70,0.000459621833145892
2234,Lorepike,0.000459621833145892
2235,menrique,0.000459621833145892
545,Garyfunk,0.000459621833145892
2201,MarioMF,0.000459621833145892
2205,Blanca1,0.000459621833145892
2314,Mariposa63,0.000459621833145892
2148,bundap,0.000459621833145892
2174,Sayask,0.000459621833145892
2173,user_45222,0.000459621833145892
2172,libelula00,0.000459621833145892
2171,MICHELL27,0.000459621833145892
2155,alexisgr6,0.000459621833145892
2154,danias,0.000459621833145892
2147,jose_moya,0.000459621833145892
2176,Halcyon07,0.000459621833145892
2145,ahmeda234,0.000459621833145892
2144,Geneva,0.000459621833145892
2143,Yvonnevd,0.000459621833145892
2142,Borko,0.000459621833145892
2141,harrye,0.000459621833145892
2140,Melvasan,0.000459621833145892
2175,Silvanne,0.000459621833145892
2252,silviog,0.000459621833145892
2316,Crystal,0.000459621833145892
2199,Lettycerv,0.000459621833145892
567,03Robert,0.000459621833145892
2320,Elenka,0.000459621833145892
2200,Lily_Lili,0.000459621833145892
2319,michaelh,0.000459621833145892
2198,EDWIN73,0.000459621833145892
2315,bobbyblueiz,0.000459621833145892
67,Apure63,0.00044684092211905635
66,JuanPedro,0.00044684092211905635
1824,melodih,0.00037871357032122555
2700,turciosk,0.00037871357032122555
3050,jona18,0.00035739106220623727
1013,Quiverzan,0.00034471637396964557
2057,CarlosAlbiore,0.00034471637396964557
3223,IsabelCardona11,0.00034471637396964557
330,Mary1985,0.00034471637396964557
3258,Eli55,0.000306414555426136
1417,sofia1003,0.000306414555426136
2249,bluebox,0.000306414555426136
3313,mrcuddle,0.000306414555426136
1496,Jesse1967,0.000306414555426136
1863,crazyblonde75,0.000306414555426136
1916,Ydna,0.000306414555426136
1860,blancaboada,0.000306414555426136
2254,gechc,0.000306414555426136
2594,Sami111,0.000306414555426136
1724,Latisal,0.000306414555426136
1646,theemanforyou,0.000306414555426136
1828,Rosi1977,0.000306414555426136
1988,ramonesv,0.000306414555426136
2711,UpNorth,0.000229810916572946
1326,RealLove77,0.000229810916572946
3194,ECruzLO,0.000229810916572946
1834,Masgo,0.000229810916572946
2189,ianb2,0.000229810916572946
2191,Vandervalk,0.000229810916572946
2726,lookingforreallove16,0.000229810916572946
2090,sergioh2345,0.000229810916572946
2725,weiq,0.000229810916572946
3196,Tatis12,0.000229810916572946
2623,Sonya44,0.000229810916572946
2709,Magia,0.000229810916572946
2326,Rrobles24,0.000229810916572946
3197,ReezCu,0.000229810916572946
98,operaciones2,0.000229810916572946
1612,DianaFiorella,0.000229810916572946
2458,morenitar,0.000229810916572946
2908,Brayanbenfica,0.000229810916572946
2911,MilkTea,0.000229810916572946
1402,ShekinA3,0.000229810916572946
1403,Nataliya78,0.000229810916572946
2091,justinm234,0.000229810916572946
2747,jeanmile,0.000229810916572946
1284,JaimeC,0.000229810916572946
1283,vimaco3780,0.000229810916572946
2348,Felix_Omar,0.000229810916572946
1895,N8esool,0.000229810916572946
2824,akermman,0.000229810916572946
2823,Albert010189,0.000229810916572946
2821,veronicaortiz73,0.000229810916572946
2816,kiki31,0.000229810916572946
2815,anthonyc2,0.000229810916572946
2379,armandonolimit,0.000229810916572946
2381,fjf,0.000229810916572946
2340,Yeli,0.000229810916572946
1116,Aquila101,0.000229810916572946
2339,ginellg,0.000229810916572946
1899,ivang23,0.000229810916572946
263,Day23,0.000229810916572946
264,Magthel,0.000229810916572946
2875,Morenita0710,0.000229810916572946
1900,Chavz,0.000229810916572946
1089,vcarba2992,0.000229810916572946
2327,danniis,0.000229810916572946
91,EDMG23,0.000229810916572946
1742,Adalberto2018,0.000229810916572946
2912,denice,0.000229810916572946
2545,paulr234,0.000229810916572946
3007,tawnyeyez004,0.000229810916572946
1506,Globetrotter,0.000229810916572946
2512,Dani32,0.000229810916572946
1735,Hrvat,0.000229810916572946
945,beatrizm2,0.000229810916572946
656,DAVID8308,0.000229810916572946
2531,ketim,0.000229810916572946
657,Seniorsteve2656,0.000229810916572946
1505,pacojhm,0.000229810916572946
2553,erikvalparaiso,0.000229810916572946
1464,bigeyesteve1502,0.000229810916572946
2931,Sandug,0.000229810916572946
2653,arivel,0.000229810916572946
3266,noidea5015,0.000229810916572946
1980,Kelly524,0.000229810916572946
1576,mia84,0.000229810916572946
1587,nenabonita18,0.000229810916572946
1986,Maryan,0.000229810916572946
1465,Peterapache1991,0.000229810916572946
946,Elle32,0.000229810916572946
2676,johnl,0.000229810916572946
1452,Cristina_CG,0.000229810916572946
1440,Mishaugalde,0.000229810916572946
1441,Progresena,0.000229810916572946
1443,Yayu,0.000229810916572946
1436,cardozokim,0.000229810916572946
1734,Ivanflores,0.000229810916572946
1451,Yono,0.000229810916572946
211,yuri67,0.00022981091597976363
1010,Maru98,0.00022981091597976363
3228,NickMore,0.00022981091597976363
336,Roccotony,0.00022981091597976363
2126,MarinaMarinaMarina,0.00022981091597976363
3201,savage1,0.00022981091597976363
2127,Iola,0.00022981091597976363
1012,Angel_Sol,0.00022981091597976363
3087,lederionk,0.00015346277628350153
2262,Tita24,0.00015320727771529722
1971,Mathjo007,0.00015320727771529722
3082,EstherGA,0.00015320727771529722
986,Ismail90,0.00015320727771529722
987,Mdib,0.00015320727771529722
3083,Peace123,0.00015320727771529722
615,rupreh3,0.00015320727771529722
3084,karenlatorre27,0.00015320727771529722
3128,goldfield,0.00015320727771529722
638,Amiga123,0.00015320727771529722
2059,diegof,0.00015320727771529722
988,Yefersson_amaya,0.00015320727771529722
1596,saurabhdwr,0.00015320727771529722
1597,Hectico93,0.00015320727771529722
1618,Nieves51,0.00015320727771529722
1617,Replery,0.00015320727771529722
1616,saharali,0.00015320727771529722
1977,marcoa10,0.00015320727771529722
633,Ciara58,0.00015320727771529722
580,Chipie,0.00015320727771529722
3122,EBorges,0.00015320727771529722
1036,jarrodj,0.00015320727771529722
1037,ponytail103,0.00015320727771529722
1038,aveexe,0.00015320727771529722
2286,HeidiR,0.00015320727771529722
2285,Angela83,0.00015320727771529722
1319,Chaymae,0.00015320727771529722
3339,rb111,0.00015320727771529722
1318,Andrea33,0.00015320727771529722
1317,Anye,0.00015320727771529722
1943,williama23456,0.00015320727771529722
3225,Derenik1987,0.00015320727771529722
1788,Elcarpintero,0.00015320727771529722
3100,Nonski,0.00015309896507686497
3099,bradleyraymonds,0.00015309896507686497
1922,kumaring,0.00015309896507686497
3098,kiss,0.00015309896507686497
3091,bindasrakshu27,0.00015309896507686497
3334,kiocovaruna,0.000114905458286473
3331,Guillermo,0.000114905458286473
3272,marcosr,0.000114905458286473
3327,marlon,0.000114905458286473
